Current (mA)	Voltage (V)
-20.000000000	-0.132848600
-19.800000000	-0.131542000
-19.600000000	-0.130192200
-19.400000000	-0.128888400
-19.200000000	-0.127532300
-19.000000000	-0.126196000
-18.800000000	-0.124894400
-18.600000000	-0.123540800
-18.400000000	-0.122234500
-18.200000000	-0.120882100
-18.000000000	-0.119567100
-17.800000000	-0.118215900
-17.600000000	-0.116893500
-17.400000000	-0.115560900
-17.200000000	-0.114208100
-17.000000000	-0.112919700
-16.800000000	-0.111562900
-16.600000000	-0.110257500
-16.400000000	-0.108900100
-16.200000000	-0.107597400
-16.000000000	-0.106257800
-15.800000000	-0.104909500
-15.600000000	-0.103595000
-15.400000000	-0.102239400
-15.200000000	-0.100940800
-15.000000000	-0.099601840
-14.800000000	-0.098288710
-14.600000000	-0.096945820
-14.400000000	-0.095625120
-14.200000000	-0.094316710
-14.000000000	-0.092949930
-13.800000000	-0.091654670
-13.600000000	-0.090287900
-13.400000000	-0.088988310
-13.200000000	-0.087647140
-13.000000000	-0.086326870
-12.800000000	-0.084998510
-12.600000000	-0.083669710
-12.400000000	-0.082349160
-12.200000000	-0.080991980
-12.000000000	-0.079702790
-11.800000000	-0.078345990
-11.600000000	-0.077037220
-11.400000000	-0.075683440
-11.200000000	-0.074345920
-11.000000000	-0.073027260
-10.800000000	-0.071683270
-10.600000000	-0.070372020
-10.400000000	-0.069092000
-10.200000000	-0.067775850
-10.000000000	-0.066423390
-9.800000000	-0.065106850
-9.600000000	-0.063763370
-9.400000000	-0.062443510
-9.200000000	-0.061142240
-9.000000000	-0.059784110
-8.800000000	-0.058474600
-8.600000000	-0.057117150
-8.400000000	-0.055809140
-8.200000000	-0.054482550
-8.000000000	-0.053147230
-7.800000000	-0.051833060
-7.600000000	-0.050494570
-7.400000000	-0.049170160
-7.200000000	-0.047840170
-7.000000000	-0.046529230
-6.800000000	-0.045177670
-6.600000000	-0.043856350
-6.400000000	-0.042518220
-6.200000000	-0.041169260
-6.000000000	-0.039863050
-5.800000000	-0.038523980
-5.600000000	-0.037218820
-5.400000000	-0.035864670
-5.200000000	-0.034550930
-5.000000000	-0.033220480
-4.800000000	-0.031879760
-4.600000000	-0.030563530
-4.400000000	-0.029214510
-4.200000000	-0.027905860
-4.000000000	-0.026562720
-3.800000000	-0.025253140
-3.600000000	-0.023912610
-3.400000000	-0.022590420
-3.200000000	-0.021286830
-3.000000000	-0.019919260
-2.800000000	-0.018624840
-2.600000000	-0.017255680
-2.400000000	-0.015952840
-2.200000000	-0.014622390
-2.000000000	-0.013288440
-1.800000000	-0.011980740
-1.600000000	-0.010632410
-1.400000000	-0.009327089
-1.200000000	-0.007978098
-1.000000000	-0.006654263
-0.800000000	-0.005314473
-0.600000000	-0.004016737
-0.400000000	-0.002663502
-0.200000000	-0.001338009
0.000000000	-0.000007475
0.200000000	0.001308624
0.400000000	0.002668437
0.600000000	0.003983660
0.800000000	0.005294690
1.000000000	0.006651192
1.200000000	0.007948722
1.400000000	0.009306842
1.600000000	0.010616200
1.800000000	0.011948260
2.000000000	0.013289600
2.200000000	0.014598940
2.400000000	0.015934330
2.600000000	0.017255470
2.800000000	0.018565700
3.000000000	0.019933070
3.200000000	0.021239140
3.400000000	0.022586130
3.600000000	0.023900540
3.800000000	0.025212430
4.000000000	0.026547790
4.200000000	0.027866570
4.400000000	0.029216180
4.600000000	0.030525550
4.800000000	0.031873640
5.000000000	0.033210700
5.200000000	0.034525990
5.400000000	0.035857950
5.600000000	0.037172640
5.800000000	0.038519540
6.000000000	0.039831860
6.200000000	0.041171000
6.400000000	0.042494730
6.600000000	0.043830030
6.800000000	0.045180770
7.000000000	0.046475760
7.200000000	0.047825680
7.400000000	0.049123090
7.600000000	0.050473680
7.800000000	0.051809880
8.000000000	0.053132020
8.200000000	0.054479950
8.400000000	0.055786130
8.600000000	0.057128820
8.800000000	0.058432440
9.000000000	0.059767460
9.200000000	0.061098110
9.400000000	0.062434540
9.600000000	0.063774920
9.800000000	0.065075830
10.000000000	0.066437100
10.200000000	0.067740550
10.400000000	0.069100590
10.600000000	0.070361170
10.800000000	0.071721910
11.000000000	0.073049570
11.200000000	0.074356750
11.400000000	0.075704630
11.600000000	0.077022400
11.800000000	0.078355930
12.000000000	0.079681050
12.200000000	0.081014320
12.400000000	0.082350570
12.600000000	0.083677540
12.800000000	0.085030620
13.000000000	0.086318770
13.200000000	0.087667870
13.400000000	0.088984920
13.600000000	0.090319450
13.800000000	0.091661840
14.000000000	0.092987650
14.200000000	0.094330890
14.400000000	0.095637010
14.600000000	0.096991580
14.800000000	0.098306630
15.000000000	0.099642170
15.200000000	0.100952900
15.400000000	0.102306200
15.600000000	0.103611100
15.800000000	0.104929600
16.000000000	0.106289100
16.200000000	0.107610000
16.400000000	0.108955700
16.600000000	0.110271100
16.800000000	0.111586100
17.000000000	0.112915200
17.200000000	0.114243600
17.400000000	0.115592200
17.600000000	0.116900600
17.800000000	0.118247400
18.000000000	0.119572200
18.200000000	0.120901000
18.400000000	0.122247000
18.600000000	0.123573600
18.800000000	0.124907300
19.000000000	0.126210700
19.200000000	0.127555700
19.400000000	0.128874600
19.600000000	0.130216500
19.800000000	0.131566100
20.000000000	0.132871600
