(-20.000000000,-0.085299010)
(-19.800000000,-0.084424850)
(-19.600000000,-0.083592270)
(-19.400000000,-0.082730090)
(-19.200000000,-0.081887360)
(-19.000000000,-0.081046210)
(-18.800000000,-0.080173540)
(-18.600000000,-0.079335440)
(-18.400000000,-0.078466940)
(-18.200000000,-0.077602980)
(-18.000000000,-0.076756210)
(-17.800000000,-0.075876580)
(-17.600000000,-0.075045770)
(-17.400000000,-0.074177860)
(-17.200000000,-0.073338550)
(-17.000000000,-0.072494630)
(-16.800000000,-0.071628140)
(-16.600000000,-0.070787400)
(-16.400000000,-0.069913650)
(-16.200000000,-0.069087560)
(-16.000000000,-0.068204640)
(-15.800000000,-0.067364440)
(-15.600000000,-0.066494700)
(-15.400000000,-0.065660300)
(-15.200000000,-0.064811940)
(-15.000000000,-0.063954110)
(-14.800000000,-0.063122240)
(-14.600000000,-0.062241700)
(-14.400000000,-0.061408940)
(-14.200000000,-0.060540340)
(-14.000000000,-0.059692320)
(-13.800000000,-0.058833690)
(-13.600000000,-0.057963930)
(-13.400000000,-0.057128850)
(-13.200000000,-0.056281880)
(-13.000000000,-0.055419730)
(-12.800000000,-0.054579560)
(-12.600000000,-0.053714900)
(-12.400000000,-0.052877390)
(-12.200000000,-0.052006770)
(-12.000000000,-0.051161900)
(-11.800000000,-0.050302070)
(-11.600000000,-0.049425940)
(-11.400000000,-0.048609890)
(-11.200000000,-0.047737590)
(-11.000000000,-0.046913400)
(-10.800000000,-0.046037100)
(-10.600000000,-0.045185990)
(-10.400000000,-0.044351340)
(-10.200000000,-0.043513090)
(-10.000000000,-0.042645100)
(-9.800000000,-0.041807390)
(-9.600000000,-0.040969820)
(-9.400000000,-0.040077470)
(-9.200000000,-0.039238730)
(-9.000000000,-0.038377740)
(-8.800000000,-0.037538420)
(-8.600000000,-0.036697300)
(-8.400000000,-0.035822610)
(-8.200000000,-0.034987500)
(-8.000000000,-0.034112810)
(-7.800000000,-0.033275150)
(-7.600000000,-0.032425540)
(-7.400000000,-0.031562780)
(-7.200000000,-0.030725890)
(-7.000000000,-0.029862990)
(-6.800000000,-0.029022120)
(-6.600000000,-0.028165690)
(-6.400000000,-0.027316210)
(-6.200000000,-0.026450810)
(-6.000000000,-0.025600530)
(-5.800000000,-0.024749390)
(-5.600000000,-0.023878890)
(-5.400000000,-0.023052160)
(-5.200000000,-0.022179990)
(-5.000000000,-0.021337220)
(-4.800000000,-0.020503740)
(-4.600000000,-0.019629070)
(-4.400000000,-0.018791400)
(-4.200000000,-0.017927680)
(-4.000000000,-0.017046230)
(-3.800000000,-0.016223700)
(-3.600000000,-0.015351570)
(-3.400000000,-0.014532340)
(-3.200000000,-0.013654290)
(-3.000000000,-0.012791380)
(-2.800000000,-0.011948640)
(-2.600000000,-0.011075680)
(-2.400000000,-0.010249770)
(-2.200000000,-0.009374258)
(-2.000000000,-0.008532396)
(-1.800000000,-0.007687073)
(-1.600000000,-0.006828355)
(-1.400000000,-0.005983991)
(-1.200000000,-0.005106745)
(-1.000000000,-0.004287556)
(-0.800000000,-0.003400258)
(-0.600000000,-0.002569292)
(-0.400000000,-0.001702183)
(-0.200000000,-0.000867862)
(0.000000000,-0.000017567)
(0.200000000,0.000842739)
(0.400000000,0.001691255)
(0.600000000,0.002554066)
(0.800000000,0.003389960)
(1.000000000,0.004260343)
(1.200000000,0.005093711)
(1.400000000,0.005964949)
(1.600000000,0.006814305)
(1.800000000,0.007663647)
(2.000000000,0.008543270)
(2.200000000,0.009356402)
(2.400000000,0.010220130)
(2.600000000,0.011081240)
(2.800000000,0.011925550)
(3.000000000,0.012800190)
(3.200000000,0.013620890)
(3.400000000,0.014486210)
(3.600000000,0.015322950)
(3.800000000,0.016192480)
(4.000000000,0.017065420)
(4.200000000,0.017893890)
(4.400000000,0.018768340)
(4.600000000,0.019587420)
(4.800000000,0.020456890)
(5.000000000,0.021314710)
(5.200000000,0.022158330)
(5.400000000,0.023034400)
(5.600000000,0.023869500)
(5.800000000,0.024744930)
(6.000000000,0.025585120)
(6.200000000,0.026432770)
(6.400000000,0.027288810)
(6.600000000,0.028133000)
(6.800000000,0.029005160)
(7.000000000,0.029839360)
(7.200000000,0.030711580)
(7.400000000,0.031560770)
(7.600000000,0.032406720)
(7.800000000,0.033252730)
(8.000000000,0.034087760)
(8.200000000,0.034968300)
(8.400000000,0.035805740)
(8.600000000,0.036683090)
(8.800000000,0.037523910)
(9.000000000,0.038369160)
(9.200000000,0.039224300)
(9.400000000,0.040060960)
(9.600000000,0.040933130)
(9.800000000,0.041759860)
(10.000000000,0.042631890)
(10.200000000,0.043481160)
(10.400000000,0.044343190)
(10.600000000,0.045168910)
(10.800000000,0.046039970)
(11.000000000,0.046904460)
(11.200000000,0.047731230)
(11.400000000,0.048597400)
(11.600000000,0.049437570)
(11.800000000,0.050291700)
(12.000000000,0.051173350)
(12.200000000,0.052009960)
(12.400000000,0.052887200)
(12.600000000,0.053723170)
(12.800000000,0.054592530)
(13.000000000,0.055428110)
(13.200000000,0.056273730)
(13.400000000,0.057141780)
(13.600000000,0.057987460)
(13.800000000,0.058857920)
(14.000000000,0.059690410)
(14.200000000,0.060567480)
(14.400000000,0.061400980)
(14.600000000,0.062255250)
(14.800000000,0.063111290)
(15.000000000,0.063938110)
(15.200000000,0.064815930)
(15.400000000,0.065666740)
(15.600000000,0.066544160)
(15.800000000,0.067380010)
(16.000000000,0.068223850)
(16.200000000,0.069085310)
(16.400000000,0.069925410)
(16.600000000,0.070783180)
(16.800000000,0.071616550)
(17.000000000,0.072489690)
(17.200000000,0.073338710)
(17.400000000,0.074205920)
(17.600000000,0.075056810)
(17.800000000,0.075910570)
(18.000000000,0.076780630)
(18.200000000,0.077600610)
(18.400000000,0.078489010)
(18.600000000,0.079308770)
(18.800000000,0.080171420)
(19.000000000,0.081042910)
(19.200000000,0.081876290)
(19.400000000,0.082755690)
(19.600000000,0.083587560)
(19.800000000,0.084466230)
(20.000000000,0.085308070)
