(321.5116882,0.0006542079270406207)
(321.6192017,0.0004690547159199363)
(321.7267151,0.003653689484990084)
(321.834259,0.0031722911874207307)
(321.941803,-0.001086232000806948)
(322.0493164,0.00024687091395480474)
(322.1568909,-0.0007529562720283499)
(322.2644348,9.874836429478485e-05)
(322.3720093,0.0006171772848870119)
(322.4795837,0.0031352605967526035)
(322.5871582,0.0023205865705809717)
(322.6947327,-0.0008640481473563349)
(322.8023376,0.0015059125442330199)
(322.9099426,0.0023946477519172257)
(323.0175476,-0.00038264990127246285)
(323.1251526,-0.0005678031122168271)
(323.2327881,0.0018391882730116182)
(323.3404236,0.0003949934571791394)
(323.4480591,0.002913076846449274)
(323.5556946,9.874836429478485e-05)
(323.6633606,0.0006171772848870119)
(323.7710266,-0.0015305996047372114)
(323.8786926,0.00024687091395480474)
(323.9863586,-4.9374182138576416e-05)
(324.0940552,0.005505221493931245)
(324.2017517,0.0004320240737663275)
(324.3094482,0.0003949934571791394)
(324.4171448,-0.001900905924712897)
(324.5248718,0.0030982300060844767)
(324.6325989,9.874836429478485e-05)
(324.7403259,0.0009134223713356812)
(324.848053,-0.001382477138564779)
(324.9558105,0.0022835559799128445)
(325.0635681,0.002098402820277642)
(325.1713257,0.003394475144018628)
(325.2790833,0.00154294323769579)
(325.3868713,0.0023946477519172257)
(325.4946594,-0.0006048337545467561)
(325.6024475,0.001765127091675364)
(325.7102356,-0.0005307724700632183)
(325.8180542,0.0022835559799128445)
(325.9258728,-0.001197323876134933)
(326.0336914,0.0022465253892447177)
(326.14151,0.00035796281484921043)
(326.2493591,0.0020613720233149477)
(326.3571777,0.0006912385691942295)
(326.4650269,0.001617004522179328)
(326.5729065,-0.0006418643967003649)
(326.6807556,0.0011726368154544216)
(326.7886353,-0.0005678031122168271)
(326.8965149,0.0013577899752659443)
(327.0043945,0.003394475144018628)
(327.1123047,-0.0016416915826835193)
(327.2202148,-0.0020860592888794654)
(327.328125,0.0028390154588184527)
(327.4360352,6.171772848870119e-05)
(327.5439758,0.0018762188636797452)
(327.651886,0.0010615449401264365)
(327.7598267,0.0022835559799128445)
(327.8677979,0.0015059125442330199)
(327.9757385,0.002172464001613896)
(328.0837097,0.0007282692115241584)
(328.1916809,0.0007652998023686057)
(328.2996521,0.0007282692115241584)
(328.4076538,2.468709107810422e-05)
(328.515625,0.0006912385691942295)
(328.6236267,0.001024514246663666)
(328.7316589,0.0002098402716248758)
(328.8396606,0.0012837287934007297)
(328.9476929,0.0009504529621801285)
(329.0557251,0.00017280964230737336)
(329.1637573,0.00017280964230737336)
(329.2717896,0.002727923480519504)
(329.3798523,-0.000975140125478963)
(329.487915,0.0002098402716248758)
(329.5959778,-0.0014195077294092264)
(329.704071,-0.00012343545695977034)
(329.8121338,-0.00038264990127246285)
(329.9202271,0.0004320240737663275)
(330.0283203,0.0006171772848870119)
(330.1364441,0.000543116000403474)
(330.2445374,2.468709107810422e-05)
(330.3526611,0.0020613720233149477)
(330.4607849,0.0009874836556428989)
(330.5689392,-0.001049201409786181)
(330.677063,-0.0006418643967003649)
(330.7852173,-0.0003456192846852748)
(330.8933716,0.0004690547159199363)
(331.0015564,0.0016540351130237751)
(331.1097107,-0.0006418643967003649)
(331.2178955,-0.0006788949877211323)
(331.3260803,0.002542770320884301)
(331.4342651,0.003246352575051552)
(331.5424805,2.468709107810422e-05)
(331.6506958,-0.0007529562720283499)
(331.7589111,-0.0007899869143582788)
(331.8671265,-0.0012713851606184709)
(331.9753723,-0.0007159256298747411)
(332.0835876,9.874836429478485e-05)
(332.1918335,0.0015059125442330199)
(332.3001099,0.0009504529621801285)
(332.4083557,-0.0023082430409459963)
(332.5166321,-0.0007159256298747411)
(332.6249084,-0.0015305996047372114)
(332.7331848,-0.0004196805434260717)
(332.8414612,0.0025798011178469957)
(332.9497681,0.004579455283166097)
(333.058075,0.0009874836556428989)
(333.1663818,0.00017280964230737336)
(333.2747192,-0.0011232626942697186)
(333.3830261,-0.0004196805434260717)
(333.4913635,0.000543116000403474)
(333.5997009,0.0009874836556428989)
(333.7080688,-0.0016787221737042867)
(333.8164368,0.0012096675090935121)
(333.9247742,-0.0012343545695977036)
(334.0331726,0.0019873108419786937)
(334.1415405,-0.0013454464449256887)
