(321.5116882,-0.000723829775642591)
(321.6192017,-0.0008206092157079186)
(321.7267151,0.0018408260887876162)
(321.834259,0.000752057070452994)
(321.941803,-0.0019819627638411556)
(322.0493164,-0.0016432346902658375)
(322.1568909,0.0004617186833332944)
(322.2644348,-0.0016432346902658375)
(322.3720093,0.00041332896324303706)
(322.4795837,-0.0006512451789202597)
(322.5871582,-2.217862796461503e-05)
(322.6947327,-0.00038510163491318225)
(322.8023376,-0.0009899732524955775)
(322.9099426,0.0005826930336653351)
(323.0175476,-0.00016734782781368157)
(323.1251526,0.0005343032800556258)
(323.2327881,0.0018166312461357426)
(323.3404236,-0.0020061576076449003)
(323.4480591,0.0013085390010038355)
(323.5556946,-0.0024416653225174446)
(323.6633606,0.0012601493145482172)
(323.7710266,-0.0004092964782561785)
(323.8786926,0.0004617186833332944)
(323.9863586,0.00041332896324303706)
(324.0940552,0.0008488365775572255)
(324.2017517,-9.476322265965304e-05)
(324.3094482,2.0162388581237964e-06)
(324.4171448,5.040597092323416e-05)
(324.5248718,-0.0003609067581659211)
(324.6325989,-0.00016734782781368157)
(324.7403259,-4.637349425288561e-05)
(324.848053,0.00041332896324303706)
(324.9558105,0.0003165494896582575)
(325.0635681,-0.00014315295106642048)
(325.1713257,0.0006794724736154755)
(325.2790833,0.00036493924326796686)
(325.3868713,-0.00014315295106642048)
(325.4946594,-0.0005060759517257709)
(325.6024475,0.0007762519807197071)
(325.7102356,-0.002030352450296774)
(325.8180542,-0.001159337288937675)
(325.9258728,-0.0007722194622133965)
(326.0336914,0.0007278622272251849)
(326.14151,0.001502097881595239)
(326.2493591,0.00017138029609840776)
(326.3571777,0.0006794724736154755)
(326.4650269,0.00019557517284566887)
(326.5729065,0.0003407443665207058)
(326.6807556,0.001502097881595239)
(326.7886353,-7.05683626490805e-05)
(326.8965149,-0.00045768623175070067)
(327.0043945,-0.00033671188141866)
(327.1123047,0.00041332896324303706)
(327.2202148,-0.0022239114645052366)
(327.328125,-0.0010867527595998091)
(327.4360352,0.0005101084368278167)
(327.5439758,9.879569933000157e-05)
(327.651886,-0.0007964143724801094)
(327.7598267,0.0005584981568028869)
(327.8677979,0.0007762519807197071)
(327.9757385,-0.0008206092157079186)
(328.0837097,-0.0007480246188704002)
(328.1916809,2.621110463496357e-05)
(328.2996521,-0.00048188107497850976)
(328.4076538,0.0009698108608503622)
(328.515625,-0.001062557849333096)
(328.6236267,0.0005826930336653351)
(328.7316589,-0.0005060759517257709)
(328.8396606,-0.0002157375479039389)
(328.9476929,0.001114980054410212)
(329.0557251,-0.001207727110162224)
(329.1637573,2.621110463496357e-05)
(329.2717896,0.0006310827871598573)
(329.3798523,-0.000723829775642591)
(329.487915,-0.0003125170046713989)
(329.5959778,0.00019557517284566887)
(329.704071,0.0015504877016679168)
(329.8121338,-0.0013287014604942645)
(329.9202271,0.0005584981568028869)
(330.0283203,0.0008730314207850347)
(330.1364441,-0.0018609884135091148)
(330.2445374,0.0016714620519999576)
(330.3526611,-0.0007480246188704002)
(330.4607849,-0.00028832216144358976)
(330.5689392,0.0013085390010038355)
(330.677063,-0.0005786605150438374)
(330.7852173,-0.000893193812545437)
(330.8933716,-0.0014496756760573747)
(331.0015564,-0.001207727110162224)
(331.1097107,-0.00048188107497850976)
(331.2178955,-0.0004092964782561785)
(331.3260803,-2.217862796461503e-05)
(331.4342651,-0.0003125170046713989)
(331.5424805,-0.0011109476028276183)
(331.6506958,9.879569933000157e-05)
(331.7589111,-0.0016674295340695824)
(331.8671265,-2.217862796461503e-05)
(331.9753723,-0.000723829775642591)
(332.0835876,0.0003407443665207058)
(332.1918335,-0.0013045064830734603)
(332.3001099,0.0005584981568028869)
(332.4083557,-0.00011895809102129179)
(332.5166321,0.0009456160176225531)
(332.6249084,-0.0010867527595998091)
(332.7331848,0.0008246416671753253)
(332.8414612,-0.0017642090405978782)
(332.9497681,0.0008246416671753253)
(333.058075,0.0002923546464304484)
(333.1663818,-0.001352896303146138)
(333.2747192,-0.0005302708285882191)
(333.3830261,-0.0005060759517257709)
(333.4913635,7.460083931942903e-05)
(333.5997009,-0.00019154268785881022)
(333.7080688,-0.001159337288937675)
(333.8164368,-0.00045768623175070067)
(333.9247742,-0.0010867527595998091)
(334.0331726,0.0006794724736154755)
(334.1415405,-0.00038510163491318225)
(334.2499084,-0.0020061576076449003)
(334.3583069,-0.0015222603399337971)
(334.4667053,0.0002923546464304484)
(334.5751343,0.00048591356008055554)
(334.6835327,-0.0006754400221480689)
(334.7919617,-0.001062557849333096)
(334.9003906,-0.0005060759517257709)
(335.0088196,-0.0013770911469498828)
(335.1172791,2.0162388581237964e-06)
(335.2257385,-0.0019819627638411556)
(335.334198,0.00026815976968318727)
(335.4426575,-0.00033671188141866)
(335.5511169,0.0028086207578268824)
(335.6596069,-0.0014012859896017564)
(335.7680969,-0.0008206092157079186)
(335.8765869,0.0002923546464304484)
(335.9851074,-0.001933573077385537)
(336.0935974,0.0006310827871598573)
(336.2021179,0.0033167130029587892)
(336.3106384,-0.000723829775642591)
(336.4191895,-0.00045768623175070067)
(336.5277405,0.0003407443665207058)
(336.636261,0.001139174964676925)
(336.7448425,-0.001352896303146138)
(336.8533936,-0.0005060759517257709)
(336.9619446,0.003050569458490963)
(337.0705261,-0.0006512451789202597)
(337.1791077,-0.00048188107497850976)
(337.2877197,-0.00028832216144358976)
(337.3963013,-0.0016674295340695824)
(337.5049133,0.0008246416671753253)
(337.6135254,-0.00026412728458114154)
(337.7221375,-0.0013770911469498828)
(337.83078,-0.0013045064830734603)
(337.9394226,0.00019557517284566887)
(338.0480652,-0.0005060759517257709)
(338.1567078,0.0009698108608503622)
(338.2653503,-0.001062557849333096)
(338.3740234,0.0006068878768931441)
(338.4826965,0.0002923546464304484)
(338.5913696,0.001961800439119657)
(338.7000427,-0.0016432346902658375)
(338.8087463,-0.0009899732524955775)
(338.91745,-0.0007722194622133965)
(339.0261536,-0.0007480246188704002)
(339.1348572,0.0008488365775572255)
(339.2435913,-0.0011835322663584793)
(339.3523254,-0.0011835322663584793)
(339.4610596,-0.00033671188141866)
(339.5697937,-0.00159484487019316)
(339.6785583,0.0016230722319272798)
(339.787323,2.621110463496357e-05)
(339.8960876,0.0012359544718963437)
(340.0048523,2.0162388581237964e-06)
(340.1136169,0.0006068878768931441)
(340.2224121,-2.217862796461503e-05)
(340.3312073,0.0008004468239475162)
(340.4400024,-0.0021997166218533635)
(340.5488281,-9.476322265965304e-05)
(340.6576233,0.0005584981568028869)
(340.766449,-7.05683626490805e-05)
(340.8752747,0.0008488365775572255)
(340.9841309,2.0162388581237964e-06)
(341.0929565,0.00021977003289079753)
(341.2018127,0.0011633698080199212)
(341.3106689,-0.0006754400221480689)
(341.4195557,-7.05683626490805e-05)
(341.5284119,-0.0002157375479039389)
(341.6372986,0.0016714620519999576)
(341.7461853,0.0007762519807197071)
(341.855072,0.00048591356008055554)
(341.9639893,-0.0014496756760573747)
(342.0729065,-0.00019154268785881022)
(342.1818237,0.0002923546464304484)
(342.290741,-0.00011895809102129179)
(342.3996582,-0.0017400140631770743)
(342.508606,-0.0007722194622133965)
(342.6175537,-0.0002399324246512)
(342.7265015,-0.0011835322663584793)
(342.8354492,-0.0008689989692024408)
(342.9444275,-0.001062557849333096)
(343.0534058,-0.0024174704787137)
(343.162384,-0.00043349135500343956)
(343.2713623,-0.00016734782781368157)
(343.3803711,-2.217862796461503e-05)
(343.4893799,-0.0005544656718160282)
(343.5983887,0.0004617186833332944)
(343.7073975,-0.0006270502685383596)
(343.8164063,0.0012601493145482172)
(343.9254456,-0.00043349135500343956)
(344.0344849,-0.00011895809102129179)
(344.1435242,-0.0010141681628774778)
(344.252594,-0.0005544656718160282)
(344.3616333,-0.0013287014604942645)
(344.4707031,0.00017138029609840776)
(344.5798035,-0.0005060759517257709)
(344.6888733,-0.003070731783212462)
(344.7979736,0.0004617186833332944)
(344.9070435,-0.00011895809102129179)
(345.0161438,0.0005826930336653351)
(345.1252747,-0.0006512451789202597)
(345.234375,0.0007278622272251849)
(345.3435059,0.00019557517284566887)
(345.4526367,0.00036493924326796686)
(345.5617676,-0.00014315295106642048)
(345.670929,-0.00045768623175070067)
(345.7800598,-0.000723829775642591)
(345.8892212,-0.0025384446954286807)
(345.9984131,-0.0003125170046713989)
(346.1075745,-0.0005786605150438374)
(346.2167664,0.0006794724736154755)
(346.3259277,-0.0006754400221480689)
(346.4351501,-0.00014315295106642048)
(346.544342,0.0005826930336653351)
(346.6535339,0.0012359544718963437)
(346.7627563,-0.0027078088658333993)
(346.8719788,0.0008488365775572255)
(346.9812317,0.00038913408649577595)
(347.0904541,-0.0017158192205252007)
(347.199707,-0.0003125170046713989)
(347.30896,7.460083931942903e-05)
(347.4182129,0.0007762519807197071)
(347.5274658,-0.001159337288937675)
(347.6367493,0.00026815976968318727)
(347.7460327,-0.0004092964782561785)
(347.8553162,-2.217862796461503e-05)
(347.9645996,-0.002102937114173196)
(348.0739136,-0.00033671188141866)
(348.1832275,0.000752057070452994)
(348.2925415,-0.0011109476028276183)
(348.4018555,0.0009456160176225531)
(348.5112,0.00019557517284566887)
(348.6205139,0.0007278622272251849)
(348.7298584,-0.000699634865375878)
(348.8392029,0.0008730314207850347)
(348.9485779,-0.0012803116392697156)
(349.0579529,-0.00038510163491318225)
(349.1672974,-0.0020787422715213225)
(349.2767029,-0.00043349135500343956)
(349.3860779,-0.000723829775642591)
(349.4954834,-0.0010141681628774778)
(349.6048584,0.0012601493145482172)
(349.7142639,-0.00048188107497850976)
(349.8237,0.0006310827871598573)
(349.9331055,-0.0012319219528140976)
(350.0425415,0.0004617186833332944)
(350.1519775,-0.00028832216144358976)
(350.2614136,-0.00026412728458114154)
(350.3708496,0.0011875646506717948)
(350.4803162,-0.0003125170046713989)
(350.5897827,-0.0016190398476139641)
(350.6992493,0.0009940057711170752)
(350.8087158,0.0008488365775572255)
(350.9182129,-0.0019093782347336637)
(351.02771,0.0010182006143448843)
(351.137207,0.0011875646506717948)
(351.2467041,0.00038913408649577595)
(351.3562317,-0.0009657784092677684)
(351.4657288,-0.001352896303146138)
(351.5752563,-0.00019154268785881022)
(351.6847839,0.0006794724736154755)
(351.794342,-0.001957767921189282)
(351.9038696,-0.0015464551837375419)
(352.0134277,0.0017440465822593204)
(352.1229858,-0.001207727110162224)
(352.2325745,0.0004617186833332944)
(352.3421326,0.0005584981568028869)
(352.4517212,-0.00011895809102129179)
(352.5613098,-0.0023932756360618263)
(352.6708984,-2.217862796461503e-05)
(352.7805176,0.00012299056771467774)
(352.8901062,0.0007036673839973757)
(352.9997253,0.0017440465822593204)
(353.1093445,-0.0005302708285882191)
(353.2189941,0.00038913408649577595)
(353.3286133,-0.001425480833405501)
(353.4382629,0.0005584981568028869)
(353.5479126,-0.00019154268785881022)
(353.6575928,0.0020101901267271464)
(353.7672424,-0.00045768623175070067)
(353.8769226,-0.0013045064830734603)
(353.9866028,0.00038913408649577595)
(354.096283,0.001139174964676925)
(354.2059631,0.0007762519807197071)
(354.3156738,0.0011633698080199212)
(354.4253845,-0.000699634865375878)
(354.5350952,0.00012299056771467774)
(354.6448059,-0.0005544656718160282)
(354.7545471,-0.0009657784092677684)
(354.8642883,-0.00045768623175070067)
(354.9740295,0.00041332896324303706)
(355.0837708,-0.002102937114173196)
(355.193512,-0.0013287014604942645)
(355.3032837,0.0003407443665207058)
(355.4130554,0.0002923546464304484)
(355.5228271,-0.0005544656718160282)
(355.6325989,-0.0003125170046713989)
(355.7424011,2.621110463496357e-05)
(355.8522034,0.00021977003289079753)
(355.9620056,-0.0006754400221480689)
(356.0718079,-0.0017158192205252007)
(356.1816406,0.0002923546464304484)
(356.2914429,0.0023973078867580823)
(356.4012756,-0.002369080525023963)
(356.5111084,0.000752057070452994)
(356.6209717,0.0002923546464304484)
(356.730835,0.0007036673839973757)
(356.8406677,-0.0005302708285882191)
(356.950531,9.879569933000157e-05)
(357.0604248,-0.0009657784092677684)
(357.1702881,0.001381123664880258)
(357.2801819,-0.0021997166218533635)
(357.3900757,-0.000723829775642591)
(357.4999695,-0.00045768623175070067)
(357.6098938,-0.0006028554253105505)
(357.7197876,-0.0014738706534781789)
(357.8297119,-0.000699634865375878)
(357.9396362,-0.00048188107497850976)
(358.0495911,7.460083931942903e-05)
(358.1595154,0.0005826930336653351)
(358.2694702,0.0010182006143448843)
(358.379425,-0.0006270502685383596)
(358.4893799,-0.0006028554253105505)
(358.5993652,7.460083931942903e-05)
(358.7093201,0.001429513351335876)
(358.8193054,-0.0015464551837375419)
(358.9292908,0.0009698108608503622)
(359.0393066,0.00017138029609840776)
(359.149292,0.00036493924326796686)
(359.2593079,0.0014779030377914944)
(359.3693237,-0.0014012859896017564)
(359.4793396,-0.0009657784092677684)
(359.589386,0.0005826930336653351)
(359.6994019,-0.001159337288937675)
(359.8094482,-4.637349425288561e-05)
(359.9194946,-0.0011351424461706144)
(360.0295715,-0.00011895809102129179)
(360.1396179,-0.000723829775642591)
(360.2496948,-0.00048188107497850976)
(360.3597717,-0.00026412728458114154)
(360.4698486,0.0009214211742795568)
(360.5799561,-0.0006028554253105505)
(360.690033,-0.0006028554253105505)
(360.8001404,0.0008004468239475162)
(360.9102478,0.0006794724736154755)
(361.0203857,-0.0007722194622133965)
(361.1304932,-0.001691624376721456)
(361.2406311,-0.0006512451789202597)
(361.350769,0.0007036673839973757)
(361.460907,-4.637349425288561e-05)
(361.5710754,0.00026815976968318727)
(361.6812439,0.00012299056771467774)
(361.7914124,-0.0011109476028276183)
(361.9015808,0.00038913408649577595)
(362.0117493,0.0012117594944755395)
(362.1219482,0.0008004468239475162)
(362.2321167,0.001284344158351962)
(362.3423157,-2.217862796461503e-05)
(362.4525452,-2.217862796461503e-05)
(362.5627441,0.00017138029609840776)
(362.6729736,-0.0003609067581659211)
(362.7832031,-0.00043349135500343956)
(362.8934326,-0.0008448040589357277)
(363.0036621,-4.637349425288561e-05)
(363.1139221,0.0023973078867580823)
(363.2241821,-0.0010867527595998091)
(363.3344421,-0.001691624376721456)
(363.4447021,-0.0009415835660399593)
(363.5549622,0.00019557517284566887)
(363.6652527,-0.002127131957976941)
(363.7755432,0.0007762519807197071)
(363.8858337,0.00048591356008055554)
(363.9961243,-0.00014315295106642048)
(364.1064453,0.00014718543605327908)
(364.2167664,-7.05683626490805e-05)
(364.3270874,-0.0015464551837375419)
(364.4374084,0.0008246416671753253)
(364.5477295,0.00036493924326796686)
(364.6580811,0.0005826930336653351)
(364.7684326,0.0008246416671753253)
(364.8787842,0.00012299056771467774)
(364.9891357,-0.00033671188141866)
(365.0995178,-0.0004092964782561785)
(365.2098999,-0.0004092964782561785)
(365.320282,0.0007762519807197071)
(365.4306641,0.0006552776303876664)
(365.5410461,-0.0005544656718160282)
(365.6514587,0.0005101084368278167)
(365.7618713,0.0003407443665207058)
(365.8722839,-0.0004092964782561785)
(365.9826965,-0.000699634865375878)
(366.0931396,0.0005101084368278167)
(366.2035522,-0.0013287014604942645)
(366.3139954,-0.0002157375479039389)
(366.4244385,0.00017138029609840776)
(366.5349121,-0.001159337288937675)
(366.6453552,0.002494087528055309)
(366.7558289,-0.0010867527595998091)
(366.8663025,-0.00014315295106642048)
(366.9768066,0.002131164477059187)
(367.0872803,-0.0006028554253105505)
(367.1977844,-0.0005786605150438374)
(367.3082886,0.00048591356008055554)
(367.4187927,-0.0002157375479039389)
(367.5292969,-0.0003609067581659211)
(367.6398315,0.00012299056771467774)
(367.7503662,0.0008246416671753253)
(367.8609009,-0.0013287014604942645)
(367.9714355,0.0015988773881235351)
(368.0819702,0.0004617186833332944)
(368.1925354,-0.0017642090405978782)
(368.3031006,-0.0014738706534781789)
(368.4136658,-9.476322265965304e-05)
(368.524231,-0.0007722194622133965)
(368.6348267,0.0012601493145482172)
(368.7453918,0.00019557517284566887)
(368.8559875,0.0007762519807197071)
(368.9666138,-0.0023448856812202184)
(369.0772095,0.0015988773881235351)
(369.1878357,-0.00033671188141866)
(369.2984619,-4.637349425288561e-05)
(369.4090881,0.0003165494896582575)
(369.5197144,-0.0005060759517257709)
(369.6303406,-0.0009899732524955775)
(369.7409973,0.00048591356008055554)
(369.8516541,-9.476322265965304e-05)
(369.9623108,2.0162388581237964e-06)
(370.0729675,-0.0020787422715213225)
(370.1836548,-0.0003609067581659211)
(370.294342,0.0010665903679545937)
(370.4050293,0.0007762519807197071)
